Ovis_aries,Homo_sapiens,Canis_lupus,Sus_scrofa,Rattus_norvegicus,Oryctolagus_cuniculus,Felis_catus
ENSG00000167693,1.15157369075,2.12012265186,0.547934737331,0.792080816846,0.982143862205,2.13071737578,1.48219849455
ENSG00000064703,0.155012028411,0.81388435779,0.665813145367,2.2546894783,0.5335912321,0.2624302203,0.31393716677
ENSG00000230873,0.0,0.127170644437,0.307399762702,0.0377361060951,0.299820250243,0.0126061408181,0.0123000981254
ENSG00000110514,0.11245433879,3.03136196715,0.223019908876,0.968780634313,0.2511438506,0.27709651376,0.116753163145
ENSG00000174776,0.0501682290069,0.417151957243,0.0338020354955,0.0447927402406,0.0900977305914,0.0,0.0449695840114
ENSG00000168032,0.0236816878117,0.337069640566,0.0976803260981,0.293748825425,0.0926302059565,0.15789630356,0.0053290327919
ENSG00000167741,0.0171366124858,0.0303484722976,0.0199744700811,0.280613838402,0.1222031105,0.040924116742,0.0
ENSG00000167740,1.44757099261,1.07491154561,2.09802442498,1.19967765757,0.271534991176,0.20832546379,0.36294706158
ENSG00000168038,0.0812907686702,1.25100432827,0.131148339279,0.488835517252,0.0465748954505,0.0055668535,1.48274648927
ENSG00000167749,0.0150372174002,0.697503243647,0.409170997264,0.0159146173719,0.0119167855145,0.0106487243055,0.466155424123
ENSG00000112149,10.4954499967,1.19659352036,0.359898226839,0.657544427006,1.21995913224,0.658221932935,6.47688455146
ENSG00000084676,0.203812310778,2.51646088488,1.21801363852,3.84654446645,0.194942665,3.17147651667,0.60577869675
ENSG00000087495,0.0235912171668,0.211554723504,0.0104042850291,0.239363882343,0.0050700576274,0.07304839369,0.0149204931066
ENSG00000169740,2.8544397838,2.53500905846,0.745263141444,1.14437210136,0.8881703656,0.5588673988,0.01574467721
ENSG00000261609,0.732277483,1.71841355892,0.293043905827,0.675715068679,0.286276577555,0.023528178655,0.79684909479
ENSG00000197150,0.690575419299,1.33776256371,0.36575254228,0.731480373363,0.23380323058,0.0259486294895,0.10770633362
ENSG00000168297,0.773070226977,2.43667525128,1.02086692201,3.08848107598,0.5051559369,0.562336714105,0.68773928875
ENSG00000120907,0.567733591338,1.72627606268,1.69229856928,0.415125881937,0.05854301641,0.365942468256,2.69170302733
ENSG00000105879,0.536580600366,2.2749855595,0.519826389427,3.16206044624,0.46635053559,1.02953630983,1.7487516569
ENSG00000105875,1.10275512407,1.40571289332,0.44079076767,0.527773860198,0.095788999635,1.3015672402,0.405441937015
ENSG00000057294,1.18260886033,3.41118217847,0.195665858205,0.437799276527,0.14652215431,0.067323602774,0.45299034847
ENSG00000146083,0.22983380297,2.08490696337,0.363704655869,2.25078117562,0.2160967676,0.1151187056,0.120589024465
ENSG00000136250,1.57960895556,0.883767288581,0.29773790783,0.593056459296,0.01490678874,4.0913100698,0.292219883123
ENSG00000149792,7.25520176485,1.11882441856,10.7646504401,2.28880682167,0.2498835119,17.1909004295,2.58273035367
ENSG00000149021,2.66437138031,0.0,0.120028055504,0.320097987831,0.06780911883,15.0026947143,0.732581842605
ENSG00000146085,16.4131097318,3.02797307273,2.45140771457,17.0244446213,0.5405932984,2.39593959545,2.1235878491
ENSG00000132591,0.0827774294534,1.02970459874,1.12389238245,1.16695953756,0.13880610574,0.17056683291,0.086153834655
ENSG00000102471,4.44405607197,2.22589248921,0.723786473436,4.30917882569,0.2569295348,0.77226597545,1.2381709503
ENSG00000165997,3.96943092634,1.14255174147,2.34249682322,5.49590226012,0.336641297185,0.42400819186,0.63785123725
ENSG00000177707,1.1721963931,2.42570860474,2.4856118636,3.09412449979,0.60862435771,0.792177774775,1.60352458894
ENSG00000180644,0.159597863968,0.483743605026,0.0559509637525,0.1307755939,0.90842873792,0.0378045084608,0.157053524887
ENSG00000203872,0.0282255334045,0.295244590462,0.0779732297242,1.13220984537,0.0259483463641,0.615148098813,0.68401886448
ENSG00000147689,0.0618229318895,0.0298472461074,0.930524156551,0.130718783449,0.35024541097,0.0,0.702867054272
ENSG00000147687,3.00571242434,3.68704127173,2.97709572281,3.02879343955,0.170691813735,0.78658033272,2.8587528483
ENSG00000147684,32.1539453104,9.07080431776,9.09324154641,54.2049492329,12.001009451,84.8375960705,24.3637332394
ENSG00000188342,3.52413945077,1.59795280919,4.69385079488,10.2178127391,0.36876513782,0.809254917105,0.149464623685
ENSG00000188343,3.19685556883,2.77999495096,2.37994601567,3.07551434488,1.5729982903,21.8421321839,1.65728894995
ENSG00000114529,0.0650497389252,0.323684068491,0.0210608736472,0.0308646977399,0.050089203995,0.00654715808375,0.0187040054204
ENSG00000142676,106.672090998,158.713764635,170.785054612,785.007871052,16.08865671,51.715721936,137.606212376
ENSG00000135617,9.32339835976,2.75564376112,0.421091388133,3.84410238791,0.10721116418,1.11199005875,0.15687281489
ENSG00000166839,0.0,0.931359180173,0.371856077641,0.211558383438,0.191238435806,0.187842807659,0.091960828579
ENSG00000145198,0.0210059311001,0.0225573921729,0.0736484972449,0.052502034247,0.0172810675882,0.0152178690446,0.010192858395
ENSG00000145191,2.11594012889,1.6535465011,0.381295652246,6.00053081368,0.10548024399,2.17126152934,0.013712207835
ENSG00000156973,4.93422765829,0.357184463271,1.27236749016,3.45963459861,0.13276811449,1.645496141,0.3770328089
ENSG00000184708,0.674189830499,1.51952691049,0.355804599592,1.60754644469,0.13749952908,1.28541637598,0.941989621645
ENSG00000169814,6.09432577843,4.17888747248,5.48616343219,0.720772755485,0.03110983383,3.35451676534,0.099253694465
ENSG00000163463,8.94294756395,10.352902389,9.05152293252,19.4972423214,1.8020228013,3.90060684155,0.844551221625
ENSG00000214113,15.6893286269,0.594713640714,2.70404410845,1.25186948681,0.1838620186,3.60677310425,2.8047345472
ENSG00000163466,4.59009530877,8.8739432113,18.8365134304,11.8211694219,5.9757331365,1.86321227255,6.3651284702
ENSG00000240021,0.022644384647,1.25486444005,0.0,0.185671108623,0.0789629538225,0.63997416747,0.0
ENSG00000163468,8.5115315519,5.41935321651,5.90203200526,14.5686779002,1.5864998374,2.12909670455,6.63409232155
ENSG00000105290,0.463645651449,0.625113967265,0.0555842278998,0.148855635754,0.04902227925,0.258597400106,1.09725947818
ENSG00000179222,0.386215193087,2.47482824275,2.06904788967,3.1662434943,4.6614410825,0.528240279455,2.55982253009
ENSG00000109738,0.00832567623579,0.654875164888,6.95294392276,0.35166487382,0.340186042955,0.453369209395,5.24061952729
ENSG00000058600,0.519219120833,2.01443122568,0.627176250141,0.642222872729,0.223494476735,1.40453093538,0.221897597925
ENSG00000029364,1.43928955811,3.07642673994,0.681343124969,1.45220468989,0.036989937015,0.829939700585,1.20866562098
ENSG00000172289,0.00888158238392,0.0,0.0,0.0535682367349,0.0,0.0,0.147348597039
ENSG00000029363,2.15541925576,13.2513162411,3.17313837696,11.9990211397,0.7832066188,10.1706938224,3.44604523315
ENSG00000162594,0.144853080057,0.0255093243375,0.0178049143993,0.557626375869,0.217374040753,0.00376712635505,0.0215118277782
