genename	AIC	lnL	k	AICC
ENSG00000106605	50.1755883811128	-22.0877941905564	3	58.1755883811128
ENSG00000106609	60.321696480039	-27.1608482400195	3	68.321696480039
ENSG00000106608	62.7745523373048	-28.3872761686524	3	70.7745523373048
ENSG00000196844	9.9079123710004	-1.9539561855002	3	17.9079123710004
ENSG00000033011	46.0079937621386	-20.0039968810693	3	54.0079937621386
ENSG00000131467	57.3486795144604	-25.6743397572302	3	65.3486795144604
ENSG00000034533	31.1557881628877	-12.5778940814439	3	39.1557881628877
ENSG00000103653	59.6903721764969	-26.8451860882485	3	67.6903721764969
ENSG00000118420	19.7323136579754	-6.86615682898768	3	27.7323136579754
ENSG00000152669	-13.7779576550644	9.88897882753221	3	-5.77795765506442
ENSG00000152661	71.7849601347426	-32.8924800673713	3	79.7849601347426
ENSG00000135775	38.2163341289386	-16.1081670644693	3	46.2163341289386
ENSG00000178896	45.9595454009324	-19.9797727004662	3	53.9595454009324
ENSG00000102383	43.648543149635	-18.8242715748175	3	51.648543149635
ENSG00000102384	23.7378419613923	-8.86892098069617	3	31.7378419613923
ENSG00000102837	-11.3406928285724	8.67034641428622	3	-3.34069282857244
ENSG00000102387	5.17248747097775	0.413756264511126	3	13.1724874709777
ENSG00000143633	37.9200728239053	-15.9600364119527	3	45.9200728239053
ENSG00000143320	70.4148966932516	-32.2074483466258	3	78.4148966932516
ENSG00000134030	57.4280054532594	-25.7140027266297	3	65.4280054532594
ENSG00000167653	24.8567123399389	-9.42835616996946	3	32.8567123399389
ENSG00000143324	26.0495554304632	-10.0247777152316	3	34.0495554304632
ENSG00000128045	30.3841871183037	-12.1920935591519	3	38.3841871183037
ENSG00000065615	41.2521870165341	-17.6260935082671	3	49.2521870165341
ENSG00000171444	34.7604101151466	-14.3802050575733	3	42.7604101151466
ENSG00000065618	38.5579890937187	-16.2789945468594	3	46.5579890937187
ENSG00000105982	29.3838500356753	-11.6919250178376	3	37.3838500356753
ENSG00000131203	36.3148769696044	-15.1574384848022	3	44.3148769696044
ENSG00000188076	36.4170207259744	-15.2085103629872	3	44.4170207259744
ENSG00000188070	34.5421062032278	-14.2710531016139	3	42.5421062032278
ENSG00000147536	34.2853665103683	-14.1426832551841	3	42.2853665103683
ENSG00000123737	48.8396502887113	-21.4198251443557	3	56.8396502887113
ENSG00000088854	56.3954980138568	-25.1977490069284	3	64.3954980138568
ENSG00000178425	39.6804352428017	-16.8402176214009	3	47.6804352428017
ENSG00000184560	-41.0541640328198	23.5270820164099	3	-33.0541640328198
ENSG00000163820	45.8843932255715	-19.9421966127858	3	53.8843932255715
ENSG00000168301	52.0983722843359	-23.049186142168	3	60.0983722843359
ENSG00000168303	50.1684471187633	-22.0842235593816	3	58.1684471187633
ENSG00000144567	51.1131234056832	-22.5565617028416	3	59.1131234056832
ENSG00000168309	65.0067173810148	-29.5033586905074	3	73.0067173810148
ENSG00000137509	57.7581850904862	-25.8790925452431	3	65.7581850904863
ENSG00000188611	27.5335676207665	-10.7667838103833	3	35.5335676207665
ENSG00000063761	18.5766672857182	-6.28833364285911	3	26.5766672857182
ENSG00000091317	80.0996281802078	-37.0498140901039	3	88.0996281802078
ENSG00000099338	16.2294905538075	-5.11474527690375	3	24.2294905538075
ENSG00000106868	32.1947085267964	-13.0973542633982	3	40.1947085267964
ENSG00000102524	30.0538152016387	-12.0269076008194	3	38.0538152016387
ENSG00000086827	40.5653625476198	-17.2826812738099	3	48.5653625476198
ENSG00000204713	43.3540772922697	-18.6770386461349	3	51.3540772922697
ENSG00000143499	48.5291048960174	-21.2645524480087	3	56.5291048960174
ENSG00000100422	56.0872174879363	-25.0436087439682	3	64.0872174879363
ENSG00000119771	32.9946861530828	-13.4973430765414	3	40.9946861530828
ENSG00000171150	39.0880442987964	-16.5440221493982	3	47.0880442987964
ENSG00000155621	49.5892675819533	-21.7946337909766	3	57.5892675819533
ENSG00000119777	37.2685313307884	-15.6342656653942	3	45.2685313307884
ENSG00000153130	72.4870343493348	-33.2435171746674	3	80.4870343493348
ENSG00000071462	56.2848677211888	-25.1424338605944	3	64.2848677211888
ENSG00000135929	59.3789732685485	-26.6894866342742	3	67.3789732685485
ENSG00000135926	75.085864454719	-34.5429322273595	3	83.085864454719
ENSG00000135924	49.7023239706877	-21.8511619853438	3	57.7023239706877
ENSG00000135925	-26.1761689337058	16.0880844668529	3	-18.1761689337058
ENSG00000198218	48.9409325995892	-21.4704662997946	3	56.9409325995892
ENSG00000108932	10.6412007501538	-2.32060037507692	3	18.6412007501538
ENSG00000056291	12.4097086098597	-3.20485430492984	3	20.4097086098597
ENSG00000129559	111.867088368043	-52.9335441840216	3	119.867088368043
ENSG00000165655	41.6376106192928	-17.8188053096464	3	49.6376106192928
ENSG00000035720	40.3172911518343	-17.1586455759171	3	48.3172911518343
ENSG00000119487	53.7958172565892	-23.8979086282946	3	61.7958172565892
ENSG00000123999	7.93160652467682	-0.965803262338409	3	15.9316065246768
ENSG00000277586	2.7469378663075	1.62653106684625	3	10.7469378663075
ENSG00000144061	31.4598819608161	-12.7299409804081	3	39.4598819608161
ENSG00000127743	38.820088997942	-16.410044498971	3	46.820088997942
ENSG00000172137	65.1081711405272	-29.5540855702636	3	73.1081711405272
ENSG00000187037	17.6325953494673	-5.81629767473366	3	25.6325953494673
ENSG00000172139	1.40105318321916	2.29947340839042	3	9.40105318321917
ENSG00000122711	18.3191491653901	-6.15957458269506	3	26.3191491653901
ENSG00000136783	57.7677664558128	-25.8838832279064	3	65.7677664558128
ENSG00000173517	54.8474456382973	-24.4237228191487	3	62.8474456382973
ENSG00000147955	36.3762730175562	-15.1881365087781	3	44.3762730175562
ENSG00000186517	26.6252514544174	-10.3126257272087	3	34.6252514544174
ENSG00000117399	18.6484751197313	-6.32423755986564	3	26.6484751197313
ENSG00000143819	85.8789995711162	-39.9394997855581	3	93.8789995711162
ENSG00000126767	23.9393856267289	-8.96969281336443	3	31.9393856267289
ENSG00000127129	-8.89269649995554	7.44634824997777	3	-0.892696499955544
ENSG00000214376	24.8156442500116	-9.40782212500578	3	32.8156442500116
ENSG00000127125	56.0082771717458	-25.0041385858729	3	64.0082771717458
ENSG00000127124	24.6123119427028	-9.3061559713514	3	32.6123119427028
ENSG00000120896	53.2389089174745	-23.6194544587372	3	61.2389089174745
ENSG00000112701	63.9654752097825	-28.9827376048913	3	71.9654752097825
ENSG00000112706	-6.87630273929213	6.43815136964606	3	1.12369726070787
ENSG00000119950	57.9322661794599	-25.96613308973	3	65.9322661794599
ENSG00000119953	66.5703306020227	-30.2851653010114	3	74.5703306020227
ENSG00000090263	85.215030883097	-39.6075154415485	3	93.215030883097
ENSG00000183640	11.0119502470982	-2.50597512354909	3	19.0119502470982
ENSG00000170891	47.7851645338986	-20.8925822669493	3	55.7851645338986
ENSG00000170890	19.2451720340123	-6.62258601700613	3	27.2451720340123
ENSG00000170893	13.8538563914082	-3.92692819570409	3	21.8538563914082
ENSG00000148156	-3.54410496018152	4.77205248009076	3	4.45589503981848
ENSG00000148154	53.5909980868782	-23.7954990434391	3	61.5909980868782
ENSG00000148153	73.736806625912	-33.868403312956	3	81.736806625912
ENSG00000116288	76.3830283067094	-35.1915141533547	3	84.3830283067094
ENSG00000076650	29.1469732711449	-11.5734866355724	3	37.1469732711449
ENSG00000087884	87.5109677186516	-40.7554838593258	3	95.5109677186516
ENSG00000104164	62.1087129861653	-28.0543564930826	3	70.1087129861653
ENSG00000128602	35.1933805474064	-14.5966902737032	3	43.1933805474064
ENSG00000116285	53.2961381284289	-23.6480690642145	3	61.2961381284289
ENSG00000128607	42.9785797056901	-18.4892898528451	3	50.9785797056901
ENSG00000128606	47.8078752036936	-20.9039376018468	3	55.8078752036936
ENSG00000276234	35.8745776363803	-14.9372888181901	3	43.8745776363803
ENSG00000001631	49.3102801579545	-21.6551400789772	3	57.3102801579545
